category	name	hacker	code	status	address
Max Card Codes	Max Card 705	Police NYPD	301D0510 0063	WRITE	0x801D0510
Max Card Codes	Max Card 706	Police NYPD	301D0511 0063	WRITE	0x801D0511
Max Card Codes	Max Card 707	Police NYPD	301D0512 0063	WRITE	0x801D0512
Max Card Codes	Max Card 708	Police NYPD	301D0513 0063	WRITE	0x801D0513
Max Card Codes	Max Card 709	Police NYPD	301D0514 0063	WRITE	0x801D0514
Max Card Codes	Max Card 710	Police NYPD	301D0515 0063	WRITE	0x801D0515
Max Card Codes	Max Card 711	Police NYPD	301D0516 0063	WRITE	0x801D0516
Max Card Codes	Max Card 712	Police NYPD	301D0517 0063	WRITE	0x801D0517
Max Card Codes	Max Card 713	Police NYPD	301D0518 0063	WRITE	0x801D0518
Max Card Codes	Max Card 714	Police NYPD	301D0519 0063	WRITE	0x801D0519
Max Card Codes	Max Card 715	Police NYPD	301D051A 0063	WRITE	0x801D051A
Max Card Codes	Max Card 716	Police NYPD	301D051B 0063	WRITE	0x801D051B
Max Card Codes	Max Card 717	Police NYPD	301D051C 0063	WRITE	0x801D051C
Max Card Codes	Max Card 718	Police NYPD	301D051D 0063	WRITE	0x801D051D
Max Card Codes	Max Card 719	Police NYPD	301D051E 0063	WRITE	0x801D051E
Max Card Codes	Max Card 720	Police NYPD	301D051F 0063	WRITE	0x801D051F
Max Card Codes	Max Card 721	Police NYPD	301D0520 0063	WRITE	0x801D0520
Max Card Codes	Max Card 722	Police NYPD	301D0521 0063	WRITE	0x801D0521
Cards ATK/DEF Slot Machine Mode	All Opponent Monsters Have Slot Machine ATK	roughnight	801A7D16 <50 lines, value step 0x3E8>	BULK	0x801A7D16
Cards ATK/DEF Slot Machine Mode	All Opponent Monsters Have Slot Machine DEF	roughnight	801A7D18 <50 lines, value step 0x3E8>	BULK	0x801A7D18
Cards ATK/DEF Slot Machine Mode	All Player Monsters Have Slot Machine ATK	roughnight	801A7AE6 <50 lines, value step 0x3E8>	BULK	0x801A7AE6
Cards ATK/DEF Slot Machine Mode	All Player Monsters Have Slot Machine DEF	roughnight	801A7AE8 <50 lines, value step 0x3E8>	BULK	0x801A7AE8
Cards ATK/DEF Slot Machine Mode	Every Monster On The Field Has Slot Machine ATK & DEF!	roughnight	801A7AE6 <145 lines, value step 0x3E8>	BULK	0x801A7AE6
Cards ATK/DEF Slot Machine Mode	Every Monster On The Field Has Slot Machine ATK & DEF!	roughnight	801A7D16 <145 lines, value step 0x3E8>	BULK	0x801A7D16
Cards ATK/DEF Slot Machine Mode	Monster Card On Opponent Field Slot 1 - ATK Slot Machine	roughnight	801A7D16 <32 lines, value step 0x3E8>	BULK	0x801A7D16
Cards ATK/DEF Slot Machine Mode	Monster Card On Opponent Field Slot 1 - DEF Slot Machine	roughnight	801A7D18 <32 lines, value step 0x3E8>	BULK	0x801A7D18
Cards ATK/DEF Slot Machine Mode	Monster Card On Opponent Field Slot 2 - ATK Slot Machine	roughnight	801A7D32 <32 lines, value step 0x3E8>	BULK	0x801A7D32
Cards ATK/DEF Slot Machine Mode	Monster Card On Opponent Field Slot 2 - DEF Slot Machine	roughnight	801A7D34 <32 lines, value step 0x3E8>	BULK	0x801A7D34
Cards ATK/DEF Slot Machine Mode	Monster Card On Opponent Field Slot 3 - ATK Slot Machine	roughnight	801A7D4E <32 lines, value step 0x3E8>	BULK	0x801A7D4E
Cards ATK/DEF Slot Machine Mode	Monster Card On Opponent Field Slot 3 - DEF Slot Machine	roughnight	801A7D50 <32 lines, value step 0x3E8>	BULK	0x801A7D50
Cards ATK/DEF Slot Machine Mode	Monster Card On Opponent Field Slot 4 - ATK Slot Machine	roughnight	801A7D6A <32 lines, value step 0x3E8>	BULK	0x801A7D6A
Cards ATK/DEF Slot Machine Mode	Monster Card On Opponent Field Slot 4 - DEF Slot Machine	roughnight	801A7D6C <32 lines, value step 0x3E8>	BULK	0x801A7D6C
Cards ATK/DEF Slot Machine Mode	Monster Card On Opponent Field Slot 5 - ATK Slot Machine	roughnight	801A7D86 <32 lines, value step 0x3E8>	BULK	0x801A7D86
Cards ATK/DEF Slot Machine Mode	Monster Card On Opponent Field Slot 5 - DEF Slot Machine	roughnight	801A7D88 <32 lines, value step 0x3E8>	BULK	0x801A7D88
Cards ATK/DEF Slot Machine Mode	Monster Card On Player Field Slot 1 - ATK Slot Machine	roughnight	801A7AE6 <34 lines, value step 0x3E8>	BULK	0x801A7AE6
Cards ATK/DEF Slot Machine Mode	Monster Card On Player Field Slot 1 - DEF Slot Machine	roughnight	801A7AE8 <34 lines, value step 0x3E8>	BULK	0x801A7AE8
Cards ATK/DEF Slot Machine Mode	Monster Card On Player Field Slot 2 - ATK Slot Machine	roughnight	801A7B02 <34 lines, value step 0x3E8>	BULK	0x801A7B02
Cards ATK/DEF Slot Machine Mode	Monster Card On Player Field Slot 2 - DEF Slot Machine	roughnight	801A7B04 <34 lines, value step 0x3E8>	BULK	0x801A7B04
Cards ATK/DEF Slot Machine Mode	Monster Card On Player Field Slot 3 - ATK Slot Machine	roughnight	801A7B1E <34 lines, value step 0x3E8>	BULK	0x801A7B1E
Cards ATK/DEF Slot Machine Mode	Monster Card On Player Field Slot 3 - DEF Slot Machine	roughnight	801A7B20 <34 lines, value step 0x3E8>	BULK	0x801A7B20
Cards ATK/DEF Slot Machine Mode	Monster Card On Player Field Slot 4 - ATK Slot Machine	roughnight	801A7B3A <34 lines, value step 0x3E8>	BULK	0x801A7B3A
Cards ATK/DEF Slot Machine Mode	Monster Card On Player Field Slot 4 - DEF Slot Machine	roughnight	801A7B3C <34 lines, value step 0x3E8>	BULK	0x801A7B3C
Cards ATK/DEF Slot Machine Mode	Monster Card On Player Field Slot 5 - ATK Slot Machine	roughnight	801A7B56 <34 lines, value step 0x3E8>	BULK	0x801A7B56
Cards ATK/DEF Slot Machine Mode	Monster Card On Player Field Slot 5 - DEF Slot Machine	roughnight	801A7B58 <34 lines, value step 0x3E8>	BULK	0x801A7B58
